51.9747454	6.2693564	Plakhorstweg	7008AS	1-3
51.9740576	6.2719718	Grutbroek	7008AK	1
51.9761816	6.2662765	Westermaatweg	7008AW	1
51.9688938	6.2739338	Brasem	7008BK	10
51.9722753	6.2717478	Houtmolenstraat	7008AR	10
51.9680868	6.2733202	Brasem	7008BM	100
51.9720143	6.2676724	Zaagmolenpad	7008AH	101
51.9680896	6.2733132	Brasem	7008BM	102
51.9720953	6.2673726	Zaagmolenpad	7008AH	103
51.9722359	6.2670508	Zaagmolenpad	7008AH	103A
51.9680932	6.2733021	Brasem	7008BM	104
51.9733121	6.2650957	Zaagmolenpad	7008AH	105
51.9734304	6.2648578	Zaagmolenpad	7008AH	105A
51.9733514	6.2647568	Zaagmolenpad	7008AH	105B
51.9680969	6.2732910	Brasem	7008BM	106
51.9731452	6.2644930	Zaagmolenpad	7008AH	107
51.9731898	6.2645499	Zaagmolenpad	7008AH	107A
51.9681042	6.2732688	Brasem	7008BM	108
51.9735635	6.2731566	Grutbroek	7008AK	11
51.9724793	6.2698372	Houtmolenstraat	7008AP	11
51.9730813	6.2669857	Plakhorstweg	7008AS	11
51.9681005	6.2732799	Brasem	7008BM	110
51.9681079	6.2732577	Brasem	7008BM	112
51.9731710	6.2642611	Zaagmolenpad	7008AH	113
51.9732815	6.2642544	Zaagmolenpad	7008AH	113A
51.9681115	6.2732466	Brasem	7008BM	114
51.9735116	6.2645354	Zaagmolenpad	7008AH	115
51.9681188	6.2732244	Brasem	7008BM	116
51.9681152	6.2732355	Brasem	7008BM	118
51.9688975	6.2739245	Brasem	7008BK	12
51.9722601	6.2715054	Houtmolenstraat	7008AR	12
51.9681225	6.2732133	Brasem	7008BM	120
51.9681298	6.2731911	Brasem	7008BM	122
51.9681262	6.2732022	Brasem	7008BM	124
51.9681335	6.2731800	Brasem	7008BM	126
51.9681371	6.2731689	Brasem	7008BM	128
51.9726585	6.2663771	Plakhorstweg	7008AS	13
51.9681445	6.2731466	Brasem	7008BM	130
51.9723486	6.2754163	Keppelseweg	7008BA	131
51.9681408	6.2731577	Brasem	7008BM	132
51.9725552	6.2750532	Keppelseweg	7008BA	133
51.9681481	6.2731355	Brasem	7008BM	134
51.9725927	6.2749883	Keppelseweg	7008BA	135
51.9681518	6.2731244	Brasem	7008BM	136
51.9727063	6.2747768	Keppelseweg	7008BA	137
51.9681555	6.2731133	Brasem	7008BM	138
51.9727484	6.2747021	Keppelseweg	7008BA	139
51.9724581	6.2663395	Plakhorstweg	7008AS	13A
51.9689012	6.2739152	Brasem	7008BK	14
51.9722411	6.2712003	Houtmolenstraat	7008AR	14
51.9735166	6.2667995	Plakhorstweg	7008AT	14
51.9724519	6.2714510	Houtmolenstraat	7008AR	14A
51.9731363	6.2737861	Grutbroek	7008AK	15
51.9689049	6.2739059	Brasem	7008BK	16
51.9738373	6.2702378	Grutbroek	7008AM	16
51.9723514	6.2709668	Houtmolenstraat	7008AR	16
51.9737129	6.2704792	Grutbroek	7008AM	16A
51.9735386	6.2708021	Grutbroek	7008AM	16B
51.9730143	6.2741440	Grutbroek	7008AK	17
51.9722823	6.2658905	Plakhorstweg	7008AS	17
51.9689086	6.2738967	Brasem	7008BK	18
51.9734285	6.2710202	Grutbroek	7008AM	18
51.9727393	6.2703020	Houtmolenstraat	7008AR	18
51.9731580	6.2709848	Grutbroek	7008AM	18A
51.9717833	6.2652335	Plakhorstweg	7008AS	19
51.9688739	6.2739847	Brasem	7008BK	2
51.9753554	6.2561165	Heinoordenweg	7008AX	2
51.9689123	6.2738874	Brasem	7008BK	20
51.9716956	6.2651257	Plakhorstweg	7008AS	21
51.9689160	6.2738781	Brasem	7008BK	22
51.9757016	6.2694029	Keppelseweg	7008BB	225
51.9757619	6.2692924	Keppelseweg	7008BB	227
51.9757986	6.2692223	Keppelseweg	7008BB	229
51.9758583	6.2691194	Keppelseweg	7008BB	231
51.9758965	6.2690469	Keppelseweg	7008BB	233
51.9689197	6.2738688	Brasem	7008BK	24
51.9764166	6.2675526	Keppelseweg	7008BB	249
51.9768664	6.2666351	Keppelseweg	7008BB	251
51.9689234	6.2738596	Brasem	7008BK	26
51.9728136	6.2705303	Grutbroek	7008AM	26
51.9711891	6.2702339	Zaagmolenpad	7008AJ	26
51.9775601	6.2655046	Keppelseweg	7008BC	261
51.9779292	6.2642589	Keppelseweg	7008BC	267
51.9727522	6.2704978	Grutbroek	7008AM	26A
51.9712026	6.2704986	Zaagmolenpad	7008AJ	26B
51.9792827	6.2620687	Keppelseweg	7008BC	279
51.9689271	6.2738503	Brasem	7008BK	28
51.9800242	6.2615958	Keppelseweg	7008BC	281
51.9803418	6.2614893	Keppelseweg	7008BC	283
51.9806588	6.2592384	Keppelseweg	7008BC	285
51.9806342	6.2594190	Keppelseweg	7008BC	285A
51.9804751	6.2593042	Keppelseweg	7008BC	285B
51.9750687	6.2564025	Heinoordenweg	7008AX	3
51.9697960	6.2746191	Maria Montessoristraat	7008CA	3
51.9763341	6.2662142	Westermaatweg	7008AW	3
51.9689308	6.2738410	Brasem	7008BK	30
51.9718330	6.2692118	Grutbroek	7008AM	30
51.9689345	6.2738318	Brasem	7008BK	32
51.9708860	6.2687118	Grutbroek	7008AL	33
51.9739466	6.2669382	Houtmolenstraat	7008AP	33
51.9689382	6.2738225	Brasem	7008BK	34
51.9713226	6.2684072	Grutbroek	7008AM	34
51.9747012	6.2664844	Houtmolenstraat	7008AR	34
51.9739272	6.2662799	Houtmolenstraat	7008AP	35
51.9689419	6.2738132	Brasem	7008BK	36
51.9711694	6.2683778	Grutbroek	7008AN	36
51.9711971	6.2683596	Grutbroek	7008AN	36A
51.9742245	6.2664151	Houtmolenstraat	7008AP	37
51.9689456	6.2738039	Brasem	7008BK	38
51.9710225	6.2681488	Grutbroek	7008AN	38
51.9747853	6.2568986	Heinoordenweg	7008AX	3A
51.9760852	6.2642015	Westermaatweg	7008AW	3A
51.9688794	6.2739715	Brasem	7008BK	4
51.9742523	6.2692965	Grutbroek	7008AM	4
51.9762214	6.2639592	Westermaatweg	7008AW	4
51.9689493	6.2737947	Brasem	7008BK	40
51.9711302	6.2679739	Grutbroek	7008AN	40
51.9699469	6.2680025	Grutbroek	7008AL	41
51.9745010	6.2659163	Houtmolenstraat	7008AP	41
51.9743376	6.2654615	Houtmolenstraat	7008AP	41A
51.9745842	6.2657543	Houtmolenstraat	7008AP	41B
51.9689530	6.2737854	Brasem	7008BK	42
51.9712501	6.2676012	Grutbroek	7008AN	42A
51.9712951	6.2675301	Grutbroek	7008AN	42B
51.9704412	6.2667872	Grutbroek	7008AL	43
51.9689567	6.2737761	Brasem	7008BK	44
51.9689604	6.2737669	Brasem	7008BK	46
51.9741483	6.2651463	Zaagmolenpad	7008AJ	46
51.9689641	6.2737576	Brasem	7008BK	48
51.9721641	6.2650015	Plakhorstweg	7008AT	48
51.9707852	6.2677178	Grutbroek	7008AL	49
51.9756785	6.2678264	Padvindsterslaan	7008AV	5
51.9742779	6.2609207	Westermaatweg	7008AW	5
51.9718380	6.2645734	Plakhorstweg	7008AT	50
51.9709707	6.2673486	Grutbroek	7008AL	51
51.9706071	6.2701839	Zaagmolenpad	7008AG	51
51.9708863	6.2675322	Grutbroek	7008AL	51A
