51.8748777	6.2421439	Muntwal	7041AA	1
51.8755144	6.2419180	Muntwal	7041AA	2
51.8756285	6.2426443	Muntwal	7041AA	4
51.8750918	6.2419390	Muntwal	7041AA	5
51.8756783	6.2428380	Muntwal	7041AA	6
51.8752538	6.2419131	Muntwal	7041AA	7
51.8753250	6.2420015	Muntwal	7041AA	9
51.8754423	6.2419457	Muntwal	7041AA	11
51.8754684	6.2420624	Muntwal	7041AA	13
51.8754857	6.2421643	Muntwal	7041AA	15
51.8754939	6.2422662	Muntwal	7041AA	17
51.8755023	6.2423534	Muntwal	7041AA	19
51.8755196	6.2424409	Muntwal	7041AA	21
51.8755277	6.2425572	Muntwal	7041AA	23
51.8755706	6.2428485	Muntwal	7041AA	25
51.8755855	6.2435398	Muntwal	7041AA	27
51.8755767	6.2436419	Muntwal	7041AA	29
51.8755505	6.2437796	Muntwal	7041AA	31
51.8751966	6.2427432	Kerkstraat	7041AB	1
51.8753301	6.2429820	Kerkstraat	7041AB	4
51.8753976	6.2429064	Kerkstraat	7041AB	8
51.8754537	6.2428463	Kerkstraat	7041AB	10
51.8755080	6.2428037	Kerkstraat	7041AB	12
51.8755440	6.2427899	Kerkstraat	7041AB	14
51.8742513	6.2413277	Hof van Bergh	7041AC	1
51.8748157	6.2414458	Hof van Bergh	7041AC	2
51.8747991	6.2413961	Hof van Bergh	7041AC	4
51.8747139	6.2407556	Hof van Bergh	7041AC	6
51.8746783	6.2407768	Hof van Bergh	7041AC	8
51.8747671	6.2430757	Hofstraat	7041AD	1
51.8751967	6.2427434	Hofstraat	7041AD	2
51.8746834	6.2427114	Hofstraat	7041AD	3
51.8748791	6.2427627	Hofstraat	7041AD	4
51.8746457	6.2426210	Hofstraat	7041AD	5
51.8747751	6.2423090	Hofstraat	7041AD	6
51.8746088	6.2425335	Hofstraat	7041AD	7
51.8747750	6.2423092	Hofstraat	7041AD	8
51.8745437	6.2423878	Hofstraat	7041AD	9
51.8756627	6.2439616	Molenstraat	7041AE	2
51.8756520	6.2441101	Molenstraat	7041AE	2a
51.8755086	6.2439510	Molenstraat	7041AE	4
51.8752834	6.2439144	Molenstraat	7041AE	5
51.8754290	6.2437752	Molenstraat	7041AE	6
51.8752294	6.2433638	Molenstraat	7041AE	6a
51.8752465	6.2438466	Molenstraat	7041AE	7
51.8752203	6.2438643	Molenstraat	7041AE	7a
51.8754029	6.2436586	Molenstraat	7041AE	8
51.8752296	6.2433638	Molenstraat	7041AE	8a
51.8751774	6.2437559	Molenstraat	7041AE	9
51.8753494	6.2435995	Molenstraat	7041AE	10
51.8751154	6.2436386	Molenstraat	7041AE	11
51.8752787	6.2434238	Molenstraat	7041AE	12
51.8750978	6.2435801	Molenstraat	7041AE	13
51.8751895	6.2433350	Molenstraat	7041AE	14
51.8750685	6.2434906	Molenstraat	7041AE	15
51.8751629	6.2433652	Molenstraat	7041AE	16
51.8751634	6.2432183	Molenstraat	7041AE	18
51.8751362	6.2432552	Molenstraat	7041AE	18a
51.8735612	6.2435219	's-Gravenwal	7041AG	4
51.8749642	6.2433846	Marktstraat	7041AH	1
51.8748203	6.2434296	Marktstraat	7041AH	3
51.8746406	6.2434117	Marktstraat	7041AH	5
51.8746403	6.2434553	Marktstraat	7041AH	7
51.8745385	6.2434960	Marktstraat	7041AH	9
51.8745385	6.2434958	Marktstraat	7041AH	9a
51.8745386	6.2434956	Marktstraat	7041AH	11
51.8743450	6.2435197	Marktstraat	7041AH	11a
51.8743451	6.2435199	Marktstraat	7041AH	11b
51.8744067	6.2434363	Marktstraat	7041AH	13
51.8743453	6.2435200	Marktstraat	7041AH	15
51.8742346	6.2436218	Marktstraat	7041AH	19
51.8741081	6.2437065	Marktstraat	7041AH	23
51.8739453	6.2438486	Marktstraat	7041AH	25a
51.8739260	6.2440225	Marktstraat	7041AH	27
51.8738819	6.2439200	Marktstraat	7041AH	27a
51.8738544	6.2439921	Marktstraat	7041AH	29
51.8738455	6.2439774	Marktstraat	7041AH	29a
51.8737908	6.2440781	Marktstraat	7041AH	31
51.8746204	6.2431205	Marktstraat	7041AJ	2
51.8744354	6.2431357	Marktstraat	7041AJ	4
51.8744844	6.2430303	Marktstraat	7041AJ	6
51.8743766	6.2430483	Marktstraat	7041AJ	8
51.8742738	6.2431724	Marktstraat	7041AJ	8b
51.8741886	6.2432643	Marktstraat	7041AJ	12
51.8737484	6.2432367	Marktstraat	7041AJ	12-002
51.8738247	6.2431341	Marktstraat	7041AJ	12-003
51.8736236	6.2428106	Marktstraat	7041AJ	12-3
51.8737600	6.2432364	Marktstraat	7041AJ	12-004
51.8736794	6.2427674	Marktstraat	7041AJ	12-5
51.8737351	6.2427237	Marktstraat	7041AJ	12-7
51.8737909	6.2426802	Marktstraat	7041AJ	12-9
51.8738465	6.2426390	Marktstraat	7041AJ	12-11
51.8739024	6.2425969	Marktstraat	7041AJ	12-13
51.8739582	6.2425536	Marktstraat	7041AJ	12-15
51.8740139	6.2425099	Marktstraat	7041AJ	12-17
51.8740697	6.2424668	Marktstraat	7041AJ	12-19
51.8736314	6.2428404	Marktstraat	7041AJ	12-21
51.8736871	6.2427984	Marktstraat	7041AJ	12-23
51.8737429	6.2427551	Marktstraat	7041AJ	12-25
51.8737987	6.2427114	Marktstraat	7041AJ	12-27
51.8738543	6.2426684	Marktstraat	7041AJ	12-29
51.8739102	6.2426230	Marktstraat	7041AJ	12-31
51.8739660	6.2425810	Marktstraat	7041AJ	12-33
51.8740217	6.2425378	Marktstraat	7041AJ	12-35
51.8740775	6.2424940	Marktstraat	7041AJ	12-37
51.8736388	6.2428671	Marktstraat	7041AJ	12-39
51.8736950	6.2428238	Marktstraat	7041AJ	12-41
51.8737504	6.2427806	Marktstraat	7041AJ	12-43
51.8738065	6.2427385	Marktstraat	7041AJ	12-45
51.8738621	6.2426950	Marktstraat	7041AJ	12-47
51.8739180	6.2426517	Marktstraat	7041AJ	12-49
51.8739738	6.2426057	Marktstraat	7041AJ	12-51
51.8740295	6.2425637	Marktstraat	7041AJ	12-53
51.8740853	6.2425204	Marktstraat	7041AJ	12-55
51.8736470	6.2428942	Marktstraat	7041AJ	12-57
51.8737028	6.2428510	Marktstraat	7041AJ	12-59
51.8737586	6.2428052	Marktstraat	7041AJ	12-61
51.8738143	6.2427632	Marktstraat	7041AJ	12-63
51.8738701	6.2427199	Marktstraat	7041AJ	12-65
51.8739258	6.2426762	Marktstraat	7041AJ	12-67
51.8739816	6.2426331	Marktstraat	7041AJ	12-69
51.8740374	6.2425884	Marktstraat	7041AJ	12-71
51.8740931	6.2425464	Marktstraat	7041AJ	12-73
51.8740798	6.2427119	Marktstraat	7041AJ	12-101
51.8741020	6.2428323	Marktstraat	7041AJ	12-102
51.8741230	6.2429374	Marktstraat	7041AJ	12-103
51.8741436	6.2430405	Marktstraat	7041AJ	12-104
51.8741639	6.2431419	Marktstraat	7041AJ	12-105
51.8741229	6.2432517	Marktstraat	7041AJ	12-106
51.8740771	6.2433133	Marktstraat	7041AJ	12-107
51.8740301	6.2433764	Marktstraat	7041AJ	12-108
51.8739240	6.2435190	Marktstraat	7041AJ	12-109
51.8738664	6.2435965	Marktstraat	7041AJ	12-110
51.8738101	6.2436586	Marktstraat	7041AJ	12-111
51.8737740	6.2431934	Marktstraat	7041AJ	12-112
51.8739491	6.2430628	Marktstraat	7041AJ	12-120
51.8738922	6.2431119	Marktstraat	7041AJ	12-121
51.8738321	6.2431638	Marktstraat	7041AJ	12-122
51.8737619	6.2432244	Marktstraat	7041AJ	12-123
51.8737018	6.2432764	Marktstraat	7041AJ	12-124
51.8741388	6.2431581	Marktstraat	7041AJ	12-205
51.8741094	6.2432132	Marktstraat	7041AJ	12-206
51.8740644	6.2432737	Marktstraat	7041AJ	12-207
51.8740167	6.2433378	Marktstraat	7041AJ	12-208
51.8739433	6.2431172	Marktstraat	7041AJ	12-220
51.8738868	6.2431660	Marktstraat	7041AJ	12-221
51.8738278	6.2432169	Marktstraat	7041AJ	12-222
51.8737573	6.2432779	Marktstraat	7041AJ	12-223
51.8737011	6.2433264	Marktstraat	7041AJ	12-224
51.8740338	6.2434465	Marktstraat	7041AJ	12-401
51.8737276	6.2438323	Marktstraat	7041AJ	12-402
51.8736626	6.2434571	Marktstraat	7041AJ	12-403
51.8737906	6.2431502	Marktstraat	7041AJ	12-404
51.8739233	6.2430413	Marktstraat	7041AJ	12-405
51.8739885	6.2432148	Marktstraat	7041AJ	12-406
51.8742733	6.2444793	Kellenstraat	7041AK	25
51.8742730	6.2445229	Kellenstraat	7041AK	25a
51.8742642	6.2444937	Kellenstraat	7041AK	27
51.8742460	6.2445224	Kellenstraat	7041AK	27a
51.8742372	6.2444932	Kellenstraat	7041AK	29
51.8742190	6.2445219	Kellenstraat	7041AK	29a
51.8741922	6.2445068	Kellenstraat	7041AK	31
51.8741740	6.2445355	Kellenstraat	7041AK	31a
51.8740750	6.2445482	Kellenstraat	7041AK	33
51.8737527	6.2443678	Kellenstraat	7041AK	37
51.8751319	6.2439328	Kellenstraat	7041AL	2
51.8752300	6.2439457	Kellenstraat	7041AL	2a
51.8750587	6.2440151	Kellenstraat	7041AL	4
51.8750286	6.2440349	Kellenstraat	7041AL	4a
51.8749417	6.2440274	Kellenstraat	7041AL	8
51.8747861	6.2439639	Kellenstraat	7041AL	10
51.8747860	6.2439641	Kellenstraat	7041AL	10a
51.8747859	6.2439642	Kellenstraat	7041AL	10b
51.8746755	6.2440379	Kellenstraat	7041AL	12
51.8745939	6.2441534	Kellenstraat	7041AL	16
51.8745604	6.2439957	Kellenstraat	7041AL	16a
51.8745260	6.2438940	Kellenstraat	7041AL	16b
51.8745079	6.2441777	Kellenstraat	7041AL	18
51.8744663	6.2441863	Kellenstraat	7041AL	20
51.8743381	6.2442192	Kellenstraat	7041AL	26
51.8742932	6.2442183	Kellenstraat	7041AL	28
51.8742481	6.2442320	Kellenstraat	7041AL	30
51.8741849	6.2442743	Kellenstraat	7041AL	32
51.8740859	6.2442870	Kellenstraat	7041AL	36
51.8740139	6.2443001	Kellenstraat	7041AL	38
51.8739689	6.2443138	Kellenstraat	7041AL	40
51.8739149	6.2443128	Kellenstraat	7041AL	44
51.8738703	6.2442684	Kellenstraat	7041AL	46
51.8738171	6.2441657	Kellenstraat	7041AL	50
51.8735111	6.2449512	Stadswal	7041AM	1
51.8734949	6.2452051	Stadswal	7041AM	2
51.8736136	6.2449605	Stadswal	7041AM	3
51.8734768	6.2452338	Stadswal	7041AM	4
51.8736024	6.2447483	Stadswal	7041AM	5
51.8734590	6.2452044	Stadswal	7041AM	6
51.8737669	6.2448908	Stadswal	7041AM	7
51.8734772	6.2451757	Stadswal	7041AM	8
51.8742351	6.2447836	Stadswal	7041AM	9
51.8742355	6.2447255	Stadswal	7041AM	9a
51.8735039	6.2452053	Stadswal	7041AM	10
51.8742891	6.2447701	Stadswal	7041AM	11
51.8742894	6.2447265	Stadswal	7041AM	11a
51.8734947	6.2452341	Stadswal	7041AM	12
51.8745647	6.2446485	Stadswal	7041AM	13-01
51.8744914	6.2446623	Stadswal	7041AM	13-02
51.8744619	6.2443981	Stadswal	7041AM	13-03
51.8746097	6.2443553	Stadswal	7041AM	13-04
51.8746884	6.2443297	Stadswal	7041AM	13-05
51.8747670	6.2443109	Stadswal	7041AM	13-06
51.8747790	6.2445241	Stadswal	7041AM	13-07
51.8746980	6.2445885	Stadswal	7041AM	13-08
51.8745618	6.2446231	Stadswal	7041AM	13-09
51.8744894	6.2446403	Stadswal	7041AM	13-10
51.8744659	6.2444252	Stadswal	7041AM	13-11
51.8746116	6.2443857	Stadswal	7041AM	13-12
51.8746917	6.2443591	Stadswal	7041AM	13-13
51.8747658	6.2443451	Stadswal	7041AM	13-14
51.8747757	6.2445082	Stadswal	7041AM	13-15
51.8746931	6.2445630	Stadswal	7041AM	13-16
51.8744869	6.2446177	Stadswal	7041AM	13-17
51.8744658	6.2444463	Stadswal	7041AM	13-18
51.8746162	6.2444191	Stadswal	7041AM	13-19
51.8746913	6.2443882	Stadswal	7041AM	13-20
51.8747657	6.2443709	Stadswal	7041AM	13-21
51.8747713	6.2444878	Stadswal	7041AM	13-22
51.8745684	6.2445752	Stadswal	7041AM	13-23
51.8734766	6.2452483	Stadswal	7041AM	14
51.8747568	6.2445626	Stadswal	7041AM	15
51.8734322	6.2451749	Stadswal	7041AM	16
51.8748755	6.2444763	Stadswal	7041AM	17
51.8734588	6.2452335	Stadswal	7041AM	18
51.8752821	6.2441936	Stadswal	7041AM	19
51.8736202	6.2452801	Stadswal	7041AM	20
51.8750527	6.2442029	Stadswal	7041AM	21
51.8736922	6.2452670	Stadswal	7041AM	22
51.8751326	6.2441699	Stadswal	7041AM	23
51.8737553	6.2452536	Stadswal	7041AM	24
51.8752101	6.2441502	Stadswal	7041AM	25
51.8734489	6.2453494	Stadswal	7041AM	26
51.8753249	6.2440986	Stadswal	7041AM	27
51.8735572	6.2452934	Stadswal	7041AM	28
51.8753510	6.2442080	Stadswal	7041AM	29
51.8734318	6.2452329	Stadswal	7041AM	30
51.8752532	6.2442715	Stadswal	7041AM	31
51.8734141	6.2452036	Stadswal	7041AM	32
51.8751779	6.2443209	Stadswal	7041AM	33
51.8735490	6.2451916	Stadswal	7041AM	34
51.8751208	6.2443489	Stadswal	7041AM	35
51.8736210	6.2451785	Stadswal	7041AM	36
51.8750757	6.2443698	Stadswal	7041AM	37
51.8736930	6.2451653	Stadswal	7041AM	38
51.8750543	6.2442242	Stadswal	7041AM	39
51.8737469	6.2451664	Stadswal	7041AM	40
51.8751353	6.2442015	Stadswal	7041AM	41
51.8752963	6.2441174	Stadswal	7041AM	43
51.8753195	6.2442195	Stadswal	7041AM	45
