51.9160548	6.5855101	Bodendijk	7123AA	90
51.9158896	6.5856416	Bodendijk	7123AA	92
51.9157459	6.5858616	Bodendijk	7123AA	94
51.9156030	6.5859558	Bodendijk	7123AA	94A
51.9154867	6.5861278	Bodendijk	7123AA	96
51.9153410	6.5862731	Bodendijk	7123AA	98
51.9145189	6.5870251	Bodendijk	7123AA	100
51.9144739	6.5870750	Bodendijk	7123AA	102
51.9144289	6.5871248	Bodendijk	7123AA	104
51.9143839	6.5871747	Bodendijk	7123AA	106
51.9143217	6.5873576	Bodendijk	7123AA	108
51.9142792	6.5874036	Bodendijk	7123AA	110
51.9138609	6.5878966	Bodendijk	7123AA	112
51.9137403	6.5880222	Bodendijk	7123AA	114
51.9136404	6.5881398	Bodendijk	7123AA	116
51.9128793	6.5889589	Bodendijk	7123AA	118
51.9141951	6.5837887	Singelweg	7123AB	7
51.9140536	6.5841206	Singelweg	7123AB	9
51.9140126	6.5842986	Singelweg	7123AB	11
51.9139663	6.5844891	Singelweg	7123AB	13
51.9139467	6.5847023	Singelweg	7123AB	15
51.9138683	6.5848978	Singelweg	7123AB	17
51.9138166	6.5852679	Singelweg	7123AB	19
51.9137496	6.5855589	Singelweg	7123AB	21
51.9138709	6.5862870	Singelweg	7123AB	23
51.9141601	6.5866980	Singelweg	7123AB	25
51.9142881	6.5867597	Singelweg	7123AB	27
51.9143270	6.5868254	Singelweg	7123AB	29
51.9133228	6.5870660	Singelweg	7123AC	6
51.9133680	6.5871125	Singelweg	7123AC	8
51.9134055	6.5871820	Singelweg	7123AC	10
51.9134525	6.5872303	Singelweg	7123AC	12
51.9136497	6.5873127	Singelweg	7123AC	14
51.9137031	6.5873309	Singelweg	7123AC	16
51.9137565	6.5873490	Singelweg	7123AC	18
51.9138098	6.5873672	Singelweg	7123AC	20
51.9139324	6.5874820	Singelweg	7123AC	22
51.9140132	6.5876367	Singelweg	7123AC	24
51.9140438	6.5877090	Singelweg	7123AC	26
51.9147675	6.5890756	Singelweg	7123AC	28
51.9148333	6.5891653	Singelweg	7123AC	30
51.9163660	6.5922092	Singelweg	7123AC	42
51.9165707	6.5924002	Singelweg	7123AC	48
51.9134152	6.5880491	De Pas	7123AE	1
51.9133183	6.5876049	De Pas	7123AE	2
51.9134238	6.5882973	De Pas	7123AE	3
51.9132968	6.5876943	De Pas	7123AE	4
